
rooster [1800, 1.4127405911779078e-08], [1801, 0.0], [1802, 0.0], [1803, 0.0], [1804, 0.0], [1805, 0.0], [1806, 0.0], [1807, 0.0], [1808, 0.0], [1809, 0.0], [1810, 6.6242158425211528e-09], [1811, 0.0], [1812, 0.0], [1813, 0.0], [1814, 5.9367724070114036e-09], [1815, 0.0], [1816, 0.0], [1817, 0.0], [1818, 0.0], [1819, 5.7419575760775388e-09], [1820, 4.3238057578776079e-09], [1821, 5.5042739255384276e-09], [1822, 1.47485552659532e-08], [1823, 3.9319449918195915e-09], [1824, 0.0], [1825, 3.4515078795038789e-08], [1826, 0.0], [1827, 7.8840125539159089e-09], [1828, 2.5577415740940523e-08], [1829, 0.0], [1830, 8.7622264999254185e-09], [1831, 1.5954661591877084e-08], [1832, 1.9097042169846645e-08], [1833, 2.2548544365008638e-08], [1834, 3.3180300729185319e-09], [1835, 2.2504073271534253e-08], [1836, 4.6450360002836533e-08], [1837, 1.7778551963942846e-08], [1838, 4.4617937788871131e-08], [1839, 3.865885744858133e-08], [1840, 1.8872183815688004e-08], [1841, 3.0984828924829344e-08], [1842, 1.1481177786265562e-08], [1843, 1.9795441730252605e-08], [1844, 3.3388104725418088e-08], [1845, 3.5019720456830328e-08], [1846, 3.0464811118235957e-08], [1847, 4.0552556868078682e-08], [1848, 2.359836059895315e-08], [1849, 1.9055065081374778e-08], [1850, 1.6860286677911063e-07], [1851, 6.6951109545243526e-08], [1852, 1.1812749534101386e-07], [1853, 1.1037183611506407e-07], [1854, 4.0962060410265622e-08], [1855, 1.4692322736209462e-07], [1856, 1.2569256568895071e-07], [1857, 1.5655515994694724e-07], [1858, 8.3048995236367773e-08], [1859, 9.5182521420156263e-08], [1860, 1.184303641821316e-07], [1861, 4.3178765452012158e-08], [1862, 8.0637143184958404e-08], [1863, 1.7451702660764568e-07], [1864, 1.3180311952964985e-07], [1865, 7.9519317353060615e-08], [1866, 1.8239592236568569e-07], [1867, 1.523264501201993e-07], [1868, 1.7348740755096514e-07], [1869, 2.8479752245402778e-07], [1870, 1.9676760132369964e-07], [1871, 2.1237121927697444e-07], [1872, 1.8707419258134905e-07], [1873, 1.4897732114604878e-07], [1874, 1.5549717602425517e-07], [1875, 1.4133205183952668e-07], [1876, 2.452646015171922e-07], [1877, 1.287960031959301e-07], [1878, 9.215097662718108e-08], [1879, 1.6655242518481828e-07], [1880, 2.193253578752774e-07], [1881, 1.3050284053406358e-07], [1882, 2.7157435056324175e-07], [1883, 1.8168195481393923e-07], [1884, 2.4386400809817133e-07], [1885, 1.5866230285155325e-07], [1886, 2.3085704015102237e-07], [1887, 2.5315952711935097e-07], [1888, 1.985208797350424e-07], [1889, 3.3937382681870076e-07], [1890, 2.82029219533797e-07], [1891, 2.3536317428352049e-07], [1892, 3.3651826925051864e-07], [1893, 2.7412821168582013e-07], [1894, 2.7456175644147152e-07], [1895, 3.6147412174614146e-07], [1896, 3.2638033076182182e-07], [1897, 4.070123509336554e-07], [1898, 4.7148645876404771e-07], [1899, 5.5081540040191612e-07], [1900, 3.9148196151472803e-07], [1901, 3.1111150633478246e-07], [1902, 3.7519589568546508e-07], [1903, 3.8855290540595888e-07], [1904, 3.856264356727479e-07], [1905, 6.4382351183667197e-07], [1906, 4.8099963123604539e-07], [1907, 5.0994884759347769e-07], [1908, 5.1724225613725139e-07], [1909, 4.0599562112220156e-07], [1910, 6.3181630594044691e-07], [1911, 6.2177775816962821e-07], [1912, 5.4213205658015795e-07], [1913, 5.8672065961218323e-07], [1914, 4.9815275815490168e-07], [1915, 6.9838768013141816e-07], [1916, 5.7426603916610475e-07], [1917, 7.4716933795571094e-07], [1918, 7.6105760626887786e-07], [1919, 6.7833019556928775e-07], [1920, 7.6978665219940012e-07], [1921, 6.6739210069499677e-07], [1922, 7.436823921125324e-07], [1923, 5.6019439398369286e-07], [1924, 6.0710533489327645e-07], [1925, 6.2258152411232004e-07], [1926, 6.5491900613778853e-07], [1927, 7.8452410434692865e-07], [1928, 7.9985721868069959e-07], [1929, 8.9016202764469199e-07], [1930, 6.0246321709200856e-07], [1931, 8.1939083429460879e-07], [1932, 6.2688940261068637e-07], [1933, 6.6597033310245024e-07], [1934, 8.9692468918656232e-07], [1935, 8.9014923787544831e-07], [1936, 9.0011741349371732e-07], [1937, 7.3522232924005948e-07], [1938, 9.4546527407146641e-07], [1939, 8.7015018834790681e-07], [1940, 8.7586596464461763e-07], [1941, 1.053355731528427e-06], [1942, 1.0283350775353028e-06], [1943, 9.5707275704626227e-07], [1944, 9.9730061720038066e-07], [1945, 8.8408773990522604e-07], [1946, 8.4107540487821097e-07], [1947, 1.1473229051262024e-06], [1948, 8.6944493205010076e-07], [1949, 7.65985078032827e-07], [1950, 7.0846425614945474e-07], [1951, 9.7792519682116108e-07], [1952, 9.0271140607001144e-07], [1953, 6.5955561012742692e-07], [1954, 7.6346435662344447e-07], [1955, 6.8218673732189927e-07], [1956, 6.729054007337254e-07], [1957, 6.8374782813407364e-07], [1958, 9.4580315135317505e-07], [1959, 8.7102421275631059e-07], [1960, 6.8745208636755706e-07], [1961, 7.1690652703182423e-07], [1962, 6.2724063809582731e-07], [1963, 1.2348345990176313e-06], [1964, 6.2469314343616134e-07], [1965, 6.8290125909697963e-07], [1966, 6.5419760630902601e-07], [1967, 5.524696007341845e-07], [1968, 7.1105472443377948e-07], [1969, 6.4532122223681654e-07], [1970, 7.3805915690172696e-07], [1971, 6.74620764584688e-07], [1972, 6.7678087134481757e-07], [1973, 7.6526816883415449e-07], [1974, 7.5713990099757211e-07], [1975, 6.5174276642210316e-07], [1976, 7.2813821816453128e-07], [1977, 7.6994791697870824e-07], [1978, 7.0318657208190416e-07], [1979, 6.3997083543654298e-07], [1980, 8.6325604797821143e-07], [1981, 7.7581262303283438e-07], [1982, 7.7817458077333868e-07], [1983, 9.5942164080042858e-07], [1984, 9.0032011712537496e-07], [1985, 7.4133339467152837e-07], [1986, 7.4595095611584838e-07], [1987, 8.3516408722061897e-07], [1988, 8.8018401811496005e-07], [1989, 9.1994019157937146e-07], [1990, 8.8183583102363627e-07], [1991, 9.6422195383638609e-07], [1992, 8.5075203060114291e-07], [1993, 9.0975458988395985e-07], [1994, 9.0366023641763604e-07], [1995, 8.8916988261189545e-07], [1996, 8.9845116235665046e-07], [1997, 9.0982916844950523e-07], [1998, 9.1424118409122457e-07], [1999, 8.634455070932745e-07], [2000, 9.5979021352832206e-07]

voyage [1800, 4.5038170355837792e-05], [1801, 4.211011400911957e-05], [1802, 4.8573099775239825e-05], [1803, 3.9223130443133414e-05], [1804, 4.3708168959710747e-05], [1805, 5.0810635002562776e-05], [1806, 3.9533275412395597e-05], [1807, 3.0821163818472996e-05], [1808, 3.5680182918440551e-05], [1809, 4.5362266973825172e-05], [1810, 5.2583025535568595e-05], [1811, 4.1202703869203106e-05], [1812, 6.1429622292052954e-05], [1813, 5.4292573622660711e-05], [1814, 4.8111603973666206e-05], [1815, 4.3449705117382109e-05], [1816, 3.0452734790742397e-05], [1817, 6.4076666603796184e-05], [1818, 5.9032452554674819e-05], [1819, 4.3920234020333737e-05], [1820, 4.7803994675632566e-05], [1821, 4.3935113353654742e-05], [1822, 3.307732185930945e-05], [1823, 4.3475516577018425e-05], [1824, 4.4263655581744388e-05], [1825, 2.9670414733118378e-05], [1826, 3.0874765798216686e-05], [1827, 3.5162694985046983e-05], [1828, 4.2261199268978089e-05], [1829, 4.4235188397578895e-05], [1830, 4.1343108023284003e-05], [1831, 4.0773731598164886e-05], [1832, 3.5313612897880375e-05], [1833, 3.7462796171894297e-05], [1834, 3.318693779874593e-05], [1835, 4.1024926758836955e-05], [1836, 3.5091881727566943e-05], [1837, 3.2386597013100982e-05], [1838, 4.2205781937809661e-05], [1839, 3.5517823562258855e-05], [1840, 3.4201115340692922e-05], [1841, 3.1315332307713106e-05], [1842, 3.1214451155392453e-05], [1843, 3.126195224467665e-05], [1844, 3.2772812119219452e-05], [1845, 4.057909973198548e-05], [1846, 3.6653520510299131e-05], [1847, 3.6021934647578746e-05], [1848, 3.2816737075336277e-05], [1849, 4.008550604339689e-05], [1850, 4.204756987746805e-05], [1851, 3.4265947761014104e-05], [1852, 3.4308879548916593e-05], [1853, 3.4866301575675607e-05], [1854, 3.726231079781428e-05], [1855, 3.4101045457646251e-05], [1856, 3.7769084883620963e-05], [1857, 3.232952076359652e-05], [1858, 3.2531213946640491e-05], [1859, 3.8691694498993456e-05], [1860, 3.1953168218024075e-05], [1861, 4.0644172258907929e-05], [1862, 3.3935637475224212e-05], [1863, 2.7901207431568764e-05], [1864, 2.5164255930576473e-05], [1865, 2.4913400920922868e-05], [1866, 3.4678934753173962e-05], [1867, 3.2237290724879131e-05], [1868, 4.3649430153891444e-05], [1869, 3.8766494981246069e-05], [1870, 2.8072177883586846e-05], [1871, 2.7952692107646726e-05], [1872, 2.6165680537815206e-05], [1873, 3.1185918487608433e-05], [1874, 2.8657030270551331e-05], [1875, 2.8230690077180043e-05], [1876, 3.1133829907048494e-05], [1877, 2.7632735509541817e-05], [1878, 2.8047263185726479e-05], [1879, 2.9667724447790533e-05], [1880, 3.2293108233716339e-05], [1881, 3.2722004107199609e-05], [1882, 3.3404849091311917e-05], [1883, 3.2981188269332051e-05], [1884, 3.2959072996163741e-05], [1885, 2.6896759663941339e-05], [1886, 3.484704575384967e-05], [1887, 2.913329990406055e-05], [1888, 2.7458703698357567e-05], [1889, 3.1459559977520257e-05], [1890, 3.0704344680998474e-05], [1891, 2.7975267585134134e-05], [1892, 4.0885366615839303e-05], [1893, 2.9423457817756571e-05], [1894, 2.7297219276078977e-05], [1895, 3.0263305234257132e-05], [1896, 2.6847876142710447e-05], [1897, 3.0233264624257572e-05], [1898, 2.7388585294829682e-05], [1899, 2.8257883968763053e-05], [1900, 2.7520061848917976e-05], [1901, 2.666225736902561e-05], [1902, 3.1288440368371084e-05], [1903, 2.7158426746609621e-05], [1904, 3.2964657293632627e-05], [1905, 2.723003490245901e-05], [1906, 2.8150647267466411e-05], [1907, 2.9045808332739398e-05], [1908, 2.4127622964442708e-05], [1909, 2.7608481104834937e-05], [1910, 2.4437118554487824e-05], [1911, 2.6804542358149774e-05], [1912, 2.3358485123026185e-05], [1913, 2.2011607143213041e-05], [1914, 2.55929753620876e-05], [1915, 2.0419996872078627e-05], [1916, 1.7498525267001241e-05], [1917, 2.0015517293359153e-05], [1918, 2.2255402654991485e-05], [1919, 2.111269895976875e-05], [1920, 2.2934456865186803e-05], [1921, 2.6728559532784857e-05], [1922, 2.1817277229274623e-05], [1923, 2.1606132577289827e-05], [1924, 2.6895047994912602e-05], [1925, 2.3465843696612865e-05], [1926, 2.5911063858075067e-05], [1927, 2.5813638785621151e-05], [1928, 2.3591665012645535e-05], [1929, 2.1863141228095628e-05], [1930, 2.4636728994664736e-05], [1931, 2.3889890144346282e-05], [1932, 1.953947139554657e-05], [1933, 2.0756440790137276e-05], [1934, 2.0472662072279491e-05], [1935, 2.0491581381065771e-05], [1936, 2.0625189790735021e-05], [1937, 2.2474594516097568e-05], [1938, 1.959641303983517e-05], [1939, 2.1105344785610214e-05], [1940, 1.7569887859281152e-05], [1941, 1.6660915207467042e-05], [1942, 1.734490433591418e-05], [1943, 1.6698224499123171e-05], [1944, 1.6409903764724731e-05], [1945, 1.7511198166175745e-05], [1946, 1.5411958884214982e-05], [1947, 1.646660894039087e-05], [1948, 1.5548394003417343e-05], [1949, 1.7132593711721711e-05], [1950, 1.4885046766721644e-05], [1951, 1.4448096408159472e-05], [1952, 1.7654050679993816e-05], [1953, 1.5349600289482623e-05], [1954, 1.640515802137088e-05], [1955, 1.7832189769251272e-05], [1956, 1.5922492821118794e-05], [1957, 1.397201504005352e-05], [1958, 1.5014941709523555e-05], [1959, 1.6166752175195143e-05], [1960, 1.4777657270315103e-05], [1961, 1.9439810785115696e-05], [1962, 1.5533076293650083e-05], [1963, 1.5168262507359032e-05], [1964, 1.3550485164159909e-05], [1965, 1.4366073628480081e-05], [1966, 1.4888475561747327e-05], [1967, 1.5498399079660885e-05], [1968, 1.4100905900704674e-05], [1969, 1.6401407265220769e-05], [1970, 1.3095166650600731e-05], [1971, 1.2339054592303e-05], [1972, 1.2435279131750576e-05], [1973, 1.2785596481990069e-05], [1974, 1.1233008990529925e-05], [1975, 1.0363562978454866e-05], [1976, 9.7463034762768075e-06], [1977, 9.2936097644269466e-06], [1978, 1.0331803423468955e-05], [1979, 1.0815021596499719e-05], [1980, 9.8104565040557645e-06], [1981, 1.0382490472693462e-05], [1982, 8.7481621449114755e-06], [1983, 8.7781063484726474e-06], [1984, 8.6803665908519179e-06], [1985, 8.810342478682287e-06], [1986, 8.7425723904743791e-06], [1987, 9.3596327133127488e-06], [1988, 8.8893739302875474e-06], [1989, 7.7180311564006843e-06], [1990, 7.768607247271575e-06], [1991, 8.143172635755036e-06], [1992, 9.1583196990541182e-06], [1993, 7.7450604294426739e-06], [1994, 7.880804332671687e-06], [1995, 7.0484747993759811e-06], [1996, 7.5372931860329118e-06], [1997, 7.8622824730700813e-06], [1998, 7.8711918831686489e-06], [1999, 8.3882850958616473e-06], [2000, 7.9274514064309187e-06]

noon [1800, 2.0188062990200706e-05], [1801, 1.878085095086135e-05], [1802, 2.4495466277585365e-05], [1803, 1.742290442052763e-05], [1804, 1.8342525436310098e-05], [1805, 1.6353047612938099e-05], [1806, 1.7542150089866482e-05], [1807, 1.3956021575722843e-05], [1808, 1.4978291801526211e-05], [1809, 1.4052440747036599e-05], [1810, 1.6375061022699811e-05], [1811, 1.6529580534552224e-05], [1812, 1.8192997231381014e-05], [1813, 2.5777566406759433e-05], [1814, 2.9137678211554885e-05], [1815, 3.4020249586319551e-05], [1816, 2.3056187274050899e-05], [1817, 1.9405542843742296e-05], [1818, 2.0870947992079891e-05], [1819, 2.049878821708262e-05], [1820, 1.6793661416159011e-05], [1821, 2.2633574189967476e-05], [1822, 1.6013244021451101e-05], [1823, 1.8676739273359999e-05], [1824, 1.664737646933645e-05], [1825, 1.7163407392217778e-05], [1826, 1.7004504115902819e-05], [1827, 2.0963589122402482e-05], [1828, 1.7407257473678328e-05], [1829, 2.0420953660504892e-05], [1830, 1.7200251022586599e-05], [1831, 1.5105872989806812e-05], [1832, 1.6681266060913913e-05], [1833, 1.655707455938682e-05], [1834, 1.6118990970426239e-05], [1835, 2.0515275537036359e-05], [1836, 1.486411474616034e-05], [1837, 1.7369644410791807e-05], [1838, 1.6511425201315433e-05], [1839, 1.5606097804266028e-05], [1840, 1.4824100617261138e-05], [1841, 1.6791194866527803e-05], [1842, 1.8539230950409546e-05], [1843, 1.4331899365060963e-05], [1844, 1.4616835869674105e-05], [1845, 1.7774696971173398e-05], [1846, 1.6881858755368739e-05], [1847, 1.8956066924147308e-05], [1848, 1.7044452761183493e-05], [1849, 1.5222880392684601e-05], [1850, 1.8308286598767154e-05], [1851, 1.553079709992744e-05], [1852, 1.9707604224095121e-05], [1853, 1.549364606034942e-05], [1854, 1.6645226423861459e-05], [1855, 1.6603975382167846e-05], [1856, 1.8458413251210004e-05], [1857, 2.2406738935387693e-05], [1858, 1.5288396753021516e-05], [1859, 1.6509067791048437e-05], [1860, 1.7272739569307305e-05], [1861, 1.5773202903801575e-05], [1862, 1.6916161257540807e-05], [1863, 1.42649732879363e-05], [1864, 1.6090118151623756e-05], [1865, 1.8490229194867425e-05], [1866, 1.9091381545877084e-05], [1867, 1.6732770745875314e-05], [1868, 1.5697871276643127e-05], [1869, 1.5930749214021489e-05], [1870, 1.4888749319652561e-05], [1871, 1.6256213712040335e-05], [1872, 1.5029470887384377e-05], [1873, 1.3562073036155198e-05], [1874, 1.6006784790079109e-05], [1875, 1.5833849829505198e-05], [1876, 1.6694246369297616e-05], [1877, 1.5424071534653194e-05], [1878, 1.5934174371068366e-05], [1879, 1.5209750927169807e-05], [1880, 1.6208399756578729e-05], [1881, 1.583392258908134e-05], [1882, 1.5514740880462341e-05], [1883, 1.5096803508640733e-05], [1884, 1.5094615264388267e-05], [1885, 1.5184915355348494e-05], [1886, 1.6110523574752733e-05], [1887, 1.4851610103505664e-05], [1888, 1.605254874448292e-05], [1889, 1.594008608662989e-05], [1890, 1.6597799913142808e-05], [1891, 1.5881130821071565e-05], [1892, 1.5640087440260686e-05], [1893, 1.4999509403423872e-05], [1894, 1.614356369827874e-05], [1895, 1.6874546417966485e-05], [1896, 1.5170500773820095e-05], [1897, 1.6720454368623905e-05], [1898, 1.8199558326159604e-05], [1899, 1.9825298295472749e-05], [1900, 1.8214723240816966e-05], [1901, 1.5435798559337854e-05], [1902, 1.6711468560970388e-05], [1903, 1.56700534716947e-05], [1904, 1.5422921933350153e-05], [1905, 1.4457908037002198e-05], [1906, 1.5928819266264327e-05], [1907, 1.4511201698041987e-05], [1908, 1.4610505786549766e-05], [1909, 1.5604726286255755e-05], [1910, 1.5658119082218036e-05], [1911, 1.668066943238955e-05], [1912, 1.3228441275714431e-05], [1913, 1.5253263882186729e-05], [1914, 1.5318197256419808e-05], [1915, 1.5016985344118439e-05], [1916, 1.4603372619603761e-05], [1917, 1.6054842490120791e-05], [1918, 1.7609198039281182e-05], [1919, 1.633799183764495e-05], [1920, 1.6810728993732482e-05], [1921, 1.4864268450764939e-05], [1922, 1.5695166439400055e-05], [1923, 1.5231207726174034e-05], [1924, 1.4511595509247854e-05], [1925, 1.4810791981290095e-05], [1926, 1.5383002391899936e-05], [1927, 1.3909267181588802e-05], [1928, 1.4495556570182089e-05], [1929, 1.4617899068980478e-05], [1930, 1.3845407920598518e-05], [1931, 1.4914602616045158e-05], [1932, 1.2946258721058257e-05], [1933, 1.437622540834127e-05], [1934, 1.3653187124873511e-05], [1935, 1.4346958778332919e-05], [1936, 1.4195185030985158e-05], [1937, 1.4519424439640716e-05], [1938, 1.3998116628499702e-05], [1939, 1.316032103204634e-05], [1940, 1.3913805560150649e-05], [1941, 1.3330207366379909e-05], [1942, 1.4346948773891199e-05], [1943, 1.4893041225150228e-05], [1944, 1.5923566024866886e-05], [1945, 1.3804290574626066e-05], [1946, 1.3834526725986507e-05], [1947, 1.3543461136578117e-05], [1948, 1.224019615619909e-05], [1949, 1.1905979590665083e-05], [1950, 1.106359650293598e-05], [1951, 1.1450081728980877e-05], [1952, 1.1836371413664892e-05], [1953, 1.1472746336949058e-05], [1954, 1.2188355867692735e-05], [1955, 1.1464733688626438e-05], [1956, 1.1371716027497314e-05], [1957, 1.055430038832128e-05], [1958, 1.0738838682300411e-05], [1959, 1.0905242561420891e-05], [1960, 1.0469766493770294e-05], [1961, 1.0281631148245651e-05], [1962, 1.0015983207267709e-05], [1963, 9.7832471510628238e-06], [1964, 9.4591032393509522e-06], [1965, 9.9653898359974846e-06], [1966, 9.677393791207578e-06], [1967, 9.7867214208235964e-06], [1968, 1.002657700155396e-05], [1969, 1.0015669431595597e-05], [1970, 9.4856268333387561e-06], [1971, 9.0625362645369023e-06], [1972, 8.5693636719952337e-06], [1973, 8.4632847574539483e-06], [1974, 8.4311222963151522e-06], [1975, 7.8245684562716633e-06], [1976, 8.3286849985597655e-06], [1977, 8.1479583968757652e-06], [1978, 8.039919521252159e-06], [1979, 8.153334420057945e-06], [1980, 7.9959063441492617e-06], [1981, 8.8513952505309135e-06], [1982, 8.2805545389419422e-06], [1983, 8.5635410869144835e-06], [1984, 8.8250208136742003e-06], [1985, 8.1930220403592102e-06], [1986, 8.1605858213151805e-06], [1987, 8.7904472820810042e-06], [1988, 9.0460307546891272e-06], [1989, 8.8156994024757296e-06], [1990, 8.8760261860443279e-06], [1991, 8.9852892415365204e-06], [1992, 9.0376115622348152e-06], [1993, 8.7164789874805138e-06], [1994, 9.0544162958394736e-06], [1995, 8.8131610027630813e-06], [1996, 9.0113844635197893e-06], [1997, 9.0657740656752139e-06], [1998, 8.8511305875726976e-06], [1999, 9.000859790830873e-06], [2000, 9.2874743131687865e-06]

string [1800, 8.2221504271728918e-06], [1801, 1.1184625691385008e-05], [1802, 1.0122007552126888e-05], [1803, 1.26904014905449e-05], [1804, 6.2427716329693794e-06], [1805, 6.8845806708850432e-06], [1806, 7.3247360887762625e-06], [1807, 1.0317680789739825e-05], [1808, 6.7390774347586557e-06], [1809, 1.0383434528193902e-05], [1810, 5.4980991990305483e-06], [1811, 7.8108050729497336e-06], [1812, 6.7173255047237035e-06], [1813, 9.4980896392371505e-06], [1814, 8.1215048339799978e-06], [1815, 1.0555360859143548e-05], [1816, 6.2886138039175421e-06], [1817, 7.8225166362244636e-06], [1818, 7.366217232629424e-06], [1819, 9.9221024356666021e-06], [1820, 7.8087932706694119e-06], [1821, 7.4252657213946804e-06], [1822, 1.0198626114288345e-05], [1823, 7.7144759416114539e-06], [1824, 7.1951076279219706e-06], [1825, 9.0994290076196194e-06], [1826, 9.2017135102651082e-06], [1827, 1.0170376299356576e-05], [1828, 9.3796033979742788e-06], [1829, 8.4338535089045763e-06], [1830, 7.8451139415847138e-06], [1831, 9.694052096165251e-06], [1832, 9.3861963250674307e-06], [1833, 8.9839841166394763e-06], [1834, 9.7085558081744239e-06], [1835, 9.7105075838044286e-06], [1836, 8.6534291767748073e-06], [1837, 1.0637500054144766e-05], [1838, 1.0097596714331303e-05], [1839, 8.4131334006087855e-06], [1840, 8.8392589532304555e-06], [1841, 1.0392827789473813e-05], [1842, 1.0709068192227278e-05], [1843, 8.6728778114775196e-06], [1844, 8.4591156337410212e-06], [1845, 9.3108683358877897e-06], [1846, 9.9641692941077054e-06], [1847, 9.752890036907047e-06], [1848, 8.7464104581158608e-06], [1849, 7.6262608672550414e-06], [1850, 9.9693879747064784e-06], [1851, 8.7575772340642288e-06], [1852, 1.0728123925218824e-05], [1853, 9.184856025967747e-06], [1854, 9.1140591393923387e-06], [1855, 8.7031376097002067e-06], [1856, 9.2430018412414938e-06], [1857, 1.018663988361368e-05], [1858, 1.0390352144895587e-05], [1859, 1.0723330888140481e-05], [1860, 9.9645985756069422e-06], [1861, 9.3633152573602274e-06], [1862, 1.159662951977225e-05], [1863, 1.136512219090946e-05], [1864, 9.9501212389441207e-06], [1865, 9.1983965830877423e-06], [1866, 9.3423186626750976e-06], [1867, 1.5361832993221469e-05], [1868, 1.0038528671429958e-05], [1869, 1.2212261026434135e-05], [1870, 1.2456482181733008e-05], [1871, 1.3354401744436473e-05], [1872, 1.0500863027118612e-05], [1873, 1.3034659787081182e-05], [1874, 1.351725950371474e-05], [1875, 1.3620682693726849e-05], [1876, 1.4368664778885432e-05], [1877, 1.5976695067365654e-05], [1878, 1.330310624325648e-05], [1879, 1.3910947927797679e-05], [1880, 1.3536965525418054e-05], [1881, 1.276393868465675e-05], [1882, 1.2549148777907249e-05], [1883, 1.2447902008716483e-05], [1884, 1.352140952803893e-05], [1885, 1.2158665413153358e-05], [1886, 1.3094266250845976e-05], [1887, 1.3481057067110669e-05], [1888, 1.122522462537745e-05], [1889, 1.2493936083046719e-05], [1890, 1.3105465768603608e-05], [1891, 1.3825232599629089e-05], [1892, 1.4132699106994551e-05], [1893, 1.2241845070093405e-05], [1894, 1.4878579349897336e-05], [1895, 1.2963315384695306e-05], [1896, 1.6092548321466893e-05], [1897, 1.6583815522608347e-05], [1898, 1.358926783723291e-05], [1899, 1.5540457752649672e-05], [1900, 1.2906228221254423e-05], [1901, 1.3906685126130469e-05], [1902, 1.2947308277944103e-05], [1903, 1.4632333659392316e-05], [1904, 1.3422930351225659e-05], [1905, 1.4160417777020484e-05], [1906, 1.7995256712310947e-05], [1907, 1.6031828636187129e-05], [1908, 1.4349415323522408e-05], [1909, 1.4781046047573909e-05], [1910, 1.4994565390225034e-05], [1911, 1.5035918295325246e-05], [1912, 1.3949420463177375e-05], [1913, 1.5329920643125661e-05], [1914, 1.4010924132890068e-05], [1915, 1.6397250874433666e-05], [1916, 1.4103123248787597e-05], [1917, 1.4293416825239547e-05], [1918, 1.374425755784614e-05], [1919, 1.4054016901354771e-05], [1920, 1.5644167433492839e-05], [1921, 1.4888103578414302e-05], [1922, 1.3868155292584561e-05], [1923, 1.5888675989117473e-05], [1924, 1.5388110114145093e-05], [1925, 1.7538292013341561e-05], [1926, 1.6907351891859435e-05], [1927, 1.6297377442242578e-05], [1928, 1.7271968317800201e-05], [1929, 1.7654158000368625e-05], [1930, 1.7157348338514566e-05], [1931, 1.5075946976139676e-05], [1932, 1.4419401850318536e-05], [1933, 1.6385054550482891e-05], [1934, 1.6797643183963373e-05], [1935, 1.8121883840649389e-05], [1936, 1.4562732758349739e-05], [1937, 1.8729504517978057e-05], [1938, 1.6122838133014739e-05], [1939, 1.7170857972814701e-05], [1940, 1.7569887859281152e-05], [1941, 1.7708736777422018e-05], [1942, 1.7425258192815818e-05], [1943, 1.6581398085691035e-05], [1944, 1.7077234588214196e-05], [1945, 1.9530889403540641e-05], [1946, 1.7515478248242289e-05], [1947, 1.6643398339510895e-05], [1948, 1.674960003583692e-05], [1949, 1.5940046068863012e-05], [1950, 1.5811827324796468e-05], [1951, 1.4718772035848815e-05], [1952, 1.473133761464851e-05], [1953, 1.4172585906635504e-05], [1954, 1.5884750609984621e-05], [1955, 1.4937892046873458e-05], [1956, 1.3745867363468278e-05], [1957, 1.4788414773647673e-05], [1958, 1.470473398512695e-05], [1959, 1.4021164133737329e-05], [1960, 1.5325911590480246e-05], [1961, 1.295610945817316e-05], [1962, 1.5261319276760332e-05], [1963, 1.3978774404677097e-05], [1964, 1.5957140931277536e-05], [1965, 1.6185729691642337e-05], [1966, 1.5203459042822942e-05], [1967, 1.5409008483402431e-05], [1968, 1.5390480257337913e-05], [1969, 1.5267782146111131e-05], [1970, 1.4745277439942583e-05], [1971, 1.5716101188445464e-05], [1972, 1.603982673259452e-05], [1973, 1.5507397620240226e-05], [1974, 1.7002153981593437e-05], [1975, 1.8109922166331671e-05], [1976, 1.7809332348406315e-05], [1977, 1.7214430044987239e-05], [1978, 1.8742097381618805e-05], [1979, 1.7806558389565907e-05], [1980, 1.8246990293846466e-05], [1981, 1.9864475689246319e-05], [1982, 1.951139529410284e-05], [1983, 2.1226502212812193e-05], [1984, 2.3235039407154545e-05], [1985, 2.4465098249493167e-05], [1986, 2.5995061150752008e-05], [1987, 2.5727704269229434e-05], [1988, 2.6847390472539701e-05], [1989, 2.6653224267647602e-05], [1990, 2.8690970793832093e-05], [1991, 2.7231692001805641e-05], [1992, 3.009040119650308e-05], [1993, 2.5695895601529628e-05], [1994, 2.4910326828830875e-05], [1995, 2.5009609089465812e-05], [1996, 2.5360519430250861e-05], [1997, 2.8605050829355605e-05], [1998, 2.6134222935070284e-05], [1999, 2.7328371288604103e-05], [2000, 2.7490159482113086e-05]

